artifact_prefix,split,fold,horizon,issue_start,issue_end,target_date,target_day_name,target_month,target_year,open_store_count,open_row_count,target_total_customers,mean_target_customers,total_abs_error,mae,rmse,mean_signed_error,daily_wape,promo_rate_target,schoolholiday_rate_target,stateholiday_rate_target,stateholiday_code,has_promo_heavy_target,has_schoolholiday_signal,has_stateholiday_signal,daily_wape_rank,daily_wape_p90_cutoff,is_top_decile_spike
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-25,Thursday,12,2014,16,16,24451.0,1528.1875,3316.081503222338,207.25509395139613,254.6382622168329,127.7327354857058,13.562150845455555,0.0,1.0,1.0,c,0,1,1,2,10.358068807159691,1
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-26,Friday,12,2014,19,19,32180.0,1693.6842105263158,3736.9629610756574,196.68226110924513,249.23921450050977,39.734441032927336,11.612687884013852,0.0,1.0,1.0,c,0,1,1,3,10.358068807159691,1
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-11-16,Sunday,11,2014,16,16,35060.0,2191.25,3717.069801770448,232.316862610653,312.42775463597843,10.690102217815834,10.602024534427976,0.0,0.0,0.0,0,0,0,0,4,10.358068807159691,1
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-07,Sunday,12,2014,16,16,34630.0,2164.375,3596.7319094684426,224.79574434177766,278.2355804641443,-166.59504558069096,10.386173576287735,0.0,0.0,0.0,0,0,0,0,5,10.358068807159691,1
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-22,Monday,12,2014,922,922,1113787.0,1208.0119305856833,112549.5784408463,122.07112629159035,168.6485250078144,20.438807061490607,10.105125885007302,0.0,1.0,0.0,0,0,1,0,6,10.358068807159691,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-21,Sunday,12,2014,27,27,40226.0,1489.851851851852,4059.374692214642,150.3472108227645,204.06744516121583,-26.780158929903195,10.09142020637061,0.0,0.0,0.0,0,0,0,0,7,10.358068807159691,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-23,Tuesday,12,2014,922,922,1114233.0,1208.4956616052061,109503.3267537291,118.76716567649576,158.82392240942877,60.53943965241108,9.82768655691665,0.0,1.0,0.0,0,0,1,0,8,10.358068807159691,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-11-30,Sunday,11,2014,17,17,38606.0,2270.9411764705883,3338.2409678790646,196.36711575759205,248.84822694541452,181.3258328692256,8.646948577627997,0.0,0.0,0.0,0,0,0,0,9,10.358068807159691,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-06,Saturday,12,2014,922,922,712997.0,773.3156182212581,59780.74684930897,64.83812022701623,105.00958426400597,8.588831089505856,8.38443175066781,0.0,0.0,0.0,0,0,0,0,10,10.358068807159691,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-05,Friday,12,2014,922,922,949824.0,1030.177874186551,79010.56027625654,85.69475084192683,125.2160454382741,68.20097375681249,8.318442182578725,1.0,0.0,0.0,0,1,0,0,11,10.358068807159691,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-11-29,Saturday,11,2014,922,922,758510.0,822.6789587852495,61601.33707164603,66.81273001263126,107.15608886548424,29.91181735033187,8.12136123078747,0.0,0.0,0.0,0,0,0,0,12,10.358068807159691,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-20,Saturday,12,2014,922,922,806180.0,874.3817787418656,63118.529004105934,68.45827440792401,94.79529745216065,13.911508242821096,7.82933451637425,0.0,0.0,0.0,0,0,0,0,13,10.358068807159691,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-12,Friday,12,2014,922,922,703697.0,763.2288503253797,54971.656985789254,59.62218762016188,91.62363338707063,-24.67397213248181,7.811836200209643,0.0,0.0,0.0,0,0,0,0,14,10.358068807159691,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-11-22,Saturday,11,2014,922,922,621298.0,673.8590021691974,47474.39547552377,51.49066754395203,84.04297775959778,6.097413419825636,7.641163415224864,0.0,0.0,0.0,0,0,0,0,15,10.358068807159691,0
